Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Y
26.5,11.8,19.15,0,71,0,0,0,0,0,0,0,0,0,0,0,0,72,0,1
25.5,11.8,18.65,0,70,1,1,0,0,0,0,0,0,0,1,0,0,84,2,2
23.8,10.5,17.15,0,63,0,0,0,0,0,0,0,0,0,0,0,0,86,0,3
25.8,9.5,17.65,0,64,2,0,0,0,0,0,0,0,0,0,0,0,92,1,2
26.8,10.4,18.6,0,69,0,1,0,0,0,0,0,0,0,0,0,0,107,2,2
26.3,11.4,18.85,0,66.5,1,0,0,0,0,0,0,0,0,0,0,0,127,2,2
26.2,12.2,19.2,0,65.5,1,2,0,0,0,0,0,0,0,1,0,0,122,2,1
27.2,12.8,20,0,72,1,0,0,0,0,0,0,0,0,0,0,0,98,0,1
27.4,12.8,20.1,0,74,2,1,0,0,0,0,0,0,0,0,0,0,86,0,2
27.2,12.8,20,0,60,1,0,0,0,0,0,0,0,0,1,0,0,117,0,5
27.5,12.2,19.85,0,69.5,0,0,0,0,0,0,0,0,0,0,0,0,127,0,4
27.3,14.5,20.9,0,72.5,2,0,0,0,0,0,0,0,0,0,0,0,185,1,3
25.5,15.2,20.35,0,65,0,2,0,0,0,0,0,0,0,1,0,0,120,0,2
27.4,14.5,20.95,0,58,1,0,0,0,0,0,0,0,0,0,0,0,169,0,1
